author,traitName,mappedGenes
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),DOC2A
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"RN7SL423P,TANK-AS1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"RN7SL423P,TANK-AS1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),LINC01800
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),LSAMP
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"IQCF2,RN7SL504P"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"PCDHGA2,PCDHGA4,PCDHGA3,PCDHGB2,PCDHGB1,PCDHGA1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"PVRIG2P,STAG3L5P-PVRIG2P-PILRB,PILRB"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"CYP4F44P,HSPA8P13"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"CASC8,CASC11"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),ERC2
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"ADGRF2P,CD2AP"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),SLC17A1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"C5orf34-AS1,PAIP1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"TBC1D15,RAB21"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),REDIC1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),ERCC1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),ERCC1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"FAM95A,CNN2P8"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),GHR
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"LINC02406,CPNE8-AS1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),ZNF285
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),CDKL1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),LINP1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"LINC01623,NOP56P1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"IRGC,PLAUR"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),GABBR1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"RPL10P2,PRSS16"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"MIR422A,DAPK2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),HYDIN
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),KHDRBS2
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),PHF3
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"IMPDH1P7,ZSWIM2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),ITPKB
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),LINC02133
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),TMEM245
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"NOP56P1,RPSAP2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"RPL7AP74,ABCD2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),KDM4B
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"ZNF92,LINC03006"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),CLASRP
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),CLPTM1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"ASCC2,MTMR3"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"OR2AE1,CYP3A52P"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"RPS23P10,HSPA6"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"VWC2,DDX43P2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"RMDN2,RMDN2-AS1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"OR2W6P,OR2B2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"CD72,SIT1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"POT1-AS1,GRM8"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),GIGYF1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"RN7SKP224,FOXN2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),NIBAN2
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),HIP1R
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"ZNF180,CEACAM20"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"RCC2P7,DST"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),LRRK2
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),TACC2
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),EPHB4
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"MAP3K20,MAP3K20-AS1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"ALPL,NBPF3"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),BIN1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"EIF2S2P7,ACTG1P22"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"HCG27,HLA-C"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"CR1-AS1,CR1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),CTNNA1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),NRP1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),SCARA3
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),SCARA5
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),AKAP10
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),CALCRL-AS1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"MIR548AG1,LINC02271"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"LINC02750,OR4C50P"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),DIRAS2
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"ZNF285,ZNF112"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"PDXDC2P,PDXDC2P-NPIPB14P"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"TREML5P,TREM1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"RNU6-280P,Y_RNA"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),DLG2
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"LINC01192,NGRNP1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"OR5D17P,OR5D3P"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"TANK-AS1,RN7SL423P"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),TSPOAP1-AS1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),H2BC4
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"LINC02422,RNU6-1069P"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"LINC02695,RNU6-560P"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"NF1P12,Y_RNA"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"MKNK2P1,ARL6IP1P2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"RPL36AP40,LUZP2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),TRPV4
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),COX5A
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),SPMIP2
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"BCAM,NECTIN2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),RAPGEF2
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),WWOX
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),MGC27382
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),ABCD2
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),ILRUN
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"HEYL,PABPC4"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"RN7SL836P,GIPR"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"MELK,RNF38"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"IQCF4P,IQCF6"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),SYMPK
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"MARCKS,LINC02541"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"LINC02333,TPTE2P2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"FSIP2-AS1,RPL21P32"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),CTNNA1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"GAPDHP41,PRIM2BP"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),NRXN1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"LINC02623,BMS1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),OR8H1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),TOMM40
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"MUC19,LRRK2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"RPL18P1,ATP5MC2P2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),CA12
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),NECTIN2
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),DOCK3
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"LINC02877,LINC02006"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),TYW1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),LINC01572
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),SRC
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"MIR1202,SNORD28B"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),DLG2
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),EPB42
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),FAM171A1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),CEACAM16-AS1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),LINC01121
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),BRD1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),SYBU
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"LINC02113,CHD1-DT"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),CNTNAP2
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"RPS16P9,CKM"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),BIN1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"LINC02328,FLRT2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"CLIC5,RUNX2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"ZNF689,PRR14"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"ANKRD33BP2,OR4A44P"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),MIR29B2CHG
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),ARFGAP2
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"SSBP4,LRRC25"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"PPP1R37,MARK4"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"HMGB1P45,LINC02808"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"PARP8,EMB"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"LY75-CD302,LY75"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"LINC02585,NCKIPSD"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"CYP4F44P,HSPA8P13"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"EIF2S2P7,ACTG1P22"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"DHDDS-AS1,DHDDS"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"RNA5SP281,HMGB3P23"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"LINC02770,LINC01680"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"LAMTOR4,RPL7P60"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"UBE2V2,IDI1P2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"CHSY3,RNU7-53P"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"MARK4,TRAPPC6A"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),PLCXD3
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"GRIA1,LINC01861"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),PFDN1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"NECTIN2,BCAM"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"RPL31P13,PROX1-AS1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),CEACAM22P
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),FLJ40194
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),HIP1R
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"RN7SL271P,PROK2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"DHFRP5,KHDRBS2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"ZNF204P,VN1R10P"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"LINC00240,POM121L6P"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"TREML2,TREM2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"MIR2113,MMS22L"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"MEI4,IRAK1BP1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"MOG,SUMO2P1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),TPTE2P2
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),SUGT1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"LINC00355,LGMNP1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),EP300-AS1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),SREBF2
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),PHF21B
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),LINC00927
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),EPHA1-AS1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"MARK4,GEMIN7-AS1,GEMIN7"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),LINC02438
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"NOVA2,NANOS2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),PLCH1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"EZRP1,RAP1BP2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),KPNA7
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"LINC02549,Y_RNA"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"OR5L1,OR5D14"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),KRT18P64
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"TNKS1BP1,SSRP1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"OR5G1P,OR5G4P"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),ICA1L
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),LARP4
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"ZNF230,ZNF222-DT"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"RESF1,BICD1-AS1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),RPH3A
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"AK6P1,ZNF970P"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),AUTS2
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"RPL23AP54,RN7SKP159"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"RN7SKP250,MVK"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"MAPKAPK5,ADAM1B"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),-
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),EPHX2
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),SDK1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),HADHA
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"LINC01192,TOMM22P6"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"MIR548AE1,ZNF804A"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),STAG3
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"CEACAM16-AS1,BCL3"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),ABHD12
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),TNKS1BP1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),CD55
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"HIGD1AP18,PKIA-AS1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),MARK4
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"ST6GALNAC2P1,FUNDC2P2"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),KHDRBS2
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"MKNK2P1,Y_RNA"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),FBXO11
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),EPHA1-AS1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),TCF20
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"APLNR,TNKS1BP1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),ZNF594-DT
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"ECHDC3,USP6NL-AS1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"RPL23AP68,CYCSP30"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),RNF123
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"SBNO1,RNA5SP375"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"SLMAP,DENND6A-DT"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"CTAGE3P,ATP7B"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),CEACAM16-AS1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),LINC00871
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),ZNF594-DT
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),LYPD5
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"CEACAM16,CEACAM16-AS1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),ERCC1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"BLOC1S3,MARK4"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"APOC1P1,APOC1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),ZFP3
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"MAF,RNA5SP431"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),CD34
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),SCAPER
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"GAPDHP41,PRIM2BP"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"TIAL1P1,FTH1P5"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"MTMR9P1,RNU7-65P"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),LDLR
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"CISD1,UBE2D1"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"EPHX2,GULOP"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),SFXN1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"RBBP4P4,PRIM2BP"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),KANSL1
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),ZAN
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),RET
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"BMS1,LINC02623"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),DCAF4
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"LINC02680,MKX"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),"LINC00111,PCSEAT"
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),BCAM
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),AVL9
Gouveia C,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile),KDM2B-DT
