author,mappedGenes,traitName
Adewuyi EO,PDK4-AS1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"RNU7-190P,DDX18",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"GJD4,CCNY",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,OR4C3,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"TRIM48,OR4A6P",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,SLC2A13,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"LINGO1,HMG20A",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,DOC2A,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"RN7SL423P,TANK-AS1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"RN7SL423P,TANK-AS1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,LINC01800,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,LSAMP,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"IQCF2,RN7SL504P",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"PCDHGA2,PCDHGA4,PCDHGA3,PCDHGB2,PCDHGB1,PCDHGA1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"PVRIG2P,STAG3L5P-PVRIG2P-PILRB,PILRB",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"CYP4F44P,HSPA8P13",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"CASC8,CASC11",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,ERC2,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"ADGRF2P,CD2AP",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,SLC17A1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"C5orf34-AS1,PAIP1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"TBC1D15,RAB21",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,REDIC1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,ERCC1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,ERCC1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"FAM95A,CNN2P8",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,GHR,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"LINC02406,CPNE8-AS1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,ZNF285,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,CDKL1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,LINP1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"LINC01623,NOP56P1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"IRGC,PLAUR",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,GABBR1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"RPL10P2,PRSS16",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"MIR422A,DAPK2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,HYDIN,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,KHDRBS2,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,PHF3,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"IMPDH1P7,ZSWIM2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,ITPKB,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,LINC02133,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,TMEM245,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"NOP56P1,RPSAP2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"RPL7AP74,ABCD2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,KDM4B,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"ZNF92,LINC03006",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,CLASRP,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,CLPTM1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"ASCC2,MTMR3",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"OR2AE1,CYP3A52P",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"RPS23P10,HSPA6",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"VWC2,DDX43P2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"RMDN2,RMDN2-AS1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"OR2W6P,OR2B2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"CD72,SIT1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"POT1-AS1,GRM8",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,GIGYF1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"RN7SKP224,FOXN2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,NIBAN2,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,HIP1R,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"ZNF180,CEACAM20",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"RCC2P7,DST",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,LRRK2,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,TACC2,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,EPHB4,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"MAP3K20,MAP3K20-AS1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"ALPL,NBPF3",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,BIN1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"EIF2S2P7,ACTG1P22",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"HCG27,HLA-C",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"CR1-AS1,CR1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,CTNNA1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,NRP1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,SCARA3,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,SCARA5,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,AKAP10,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,CALCRL-AS1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"MIR548AG1,LINC02271",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"LINC02750,OR4C50P",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,DIRAS2,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"ZNF285,ZNF112",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"PDXDC2P,PDXDC2P-NPIPB14P",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"TREML5P,TREM1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"RNU6-280P,Y_RNA",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,DLG2,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"LINC01192,NGRNP1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"OR5D17P,OR5D3P",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"TANK-AS1,RN7SL423P",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,TSPOAP1-AS1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,H2BC4,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"LINC02422,RNU6-1069P",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"LINC02695,RNU6-560P",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"NF1P12,Y_RNA",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"MKNK2P1,ARL6IP1P2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"RPL36AP40,LUZP2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,TRPV4,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,COX5A,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,SPMIP2,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"BCAM,NECTIN2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,RAPGEF2,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,WWOX,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,MGC27382,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,ABCD2,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,ILRUN,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"HEYL,PABPC4",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"RN7SL836P,GIPR",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"MELK,RNF38",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"IQCF4P,IQCF6",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,SYMPK,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"MARCKS,LINC02541",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"LINC02333,TPTE2P2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"FSIP2-AS1,RPL21P32",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,CTNNA1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"GAPDHP41,PRIM2BP",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,NRXN1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"LINC02623,BMS1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,OR8H1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,TOMM40,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"MUC19,LRRK2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"RPL18P1,ATP5MC2P2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,CA12,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,NECTIN2,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,DOCK3,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"LINC02877,LINC02006",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,TYW1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,LINC01572,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,SRC,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"MIR1202,SNORD28B",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,DLG2,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,EPB42,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,FAM171A1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,CEACAM16-AS1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,LINC01121,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,BRD1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,SYBU,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"LINC02113,CHD1-DT",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,CNTNAP2,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"RPS16P9,CKM",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,BIN1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"LINC02328,FLRT2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"CLIC5,RUNX2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"ZNF689,PRR14",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"ANKRD33BP2,OR4A44P",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,MIR29B2CHG,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,ARFGAP2,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"SSBP4,LRRC25",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"PPP1R37,MARK4",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"HMGB1P45,LINC02808",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"PARP8,EMB",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"LY75-CD302,LY75",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"LINC02585,NCKIPSD",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"CYP4F44P,HSPA8P13",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"EIF2S2P7,ACTG1P22",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"DHDDS-AS1,DHDDS",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"RNA5SP281,HMGB3P23",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"LINC02770,LINC01680",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"LAMTOR4,RPL7P60",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"UBE2V2,IDI1P2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"CHSY3,RNU7-53P",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"MARK4,TRAPPC6A",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,PLCXD3,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"GRIA1,LINC01861",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,PFDN1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"NECTIN2,BCAM",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"RPL31P13,PROX1-AS1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,CEACAM22P,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,FLJ40194,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,HIP1R,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"RN7SL271P,PROK2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"DHFRP5,KHDRBS2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"ZNF204P,VN1R10P",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"LINC00240,POM121L6P",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"TREML2,TREM2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"MIR2113,MMS22L",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"MEI4,IRAK1BP1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"MOG,SUMO2P1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,TPTE2P2,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,SUGT1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"LINC00355,LGMNP1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,EP300-AS1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,SREBF2,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,PHF21B,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,LINC00927,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,EPHA1-AS1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"MARK4,GEMIN7-AS1,GEMIN7",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,LINC02438,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"NOVA2,NANOS2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,PLCH1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"EZRP1,RAP1BP2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,KPNA7,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"LINC02549,Y_RNA",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"OR5L1,OR5D14",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,KRT18P64,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"TNKS1BP1,SSRP1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"OR5G1P,OR5G4P",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,ICA1L,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,LARP4,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"ZNF230,ZNF222-DT",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"RESF1,BICD1-AS1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,RPH3A,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"AK6P1,ZNF970P",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,AUTS2,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"RPL23AP54,RN7SKP159",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"RN7SKP250,MVK",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"MAPKAPK5,ADAM1B",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,-,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,EPHX2,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,SDK1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,HADHA,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"LINC01192,TOMM22P6",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"MIR548AE1,ZNF804A",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,STAG3,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"CEACAM16-AS1,BCL3",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,ABHD12,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,TNKS1BP1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,CD55,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"HIGD1AP18,PKIA-AS1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,MARK4,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"ST6GALNAC2P1,FUNDC2P2",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,KHDRBS2,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"MKNK2P1,Y_RNA",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,FBXO11,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,EPHA1-AS1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,TCF20,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"APLNR,TNKS1BP1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,ZNF594-DT,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"ECHDC3,USP6NL-AS1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"RPL23AP68,CYCSP30",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,RNF123,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"SBNO1,RNA5SP375",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"SLMAP,DENND6A-DT",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"CTAGE3P,ATP7B",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,CEACAM16-AS1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,LINC00871,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,ZNF594-DT,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,LYPD5,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"CEACAM16,CEACAM16-AS1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,ERCC1,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"BLOC1S3,MARK4",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"APOC1P1,APOC1",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,ZFP3,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,"MAF,RNA5SP431",AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,CD34,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
Adewuyi EO,SCAPER,AlzheimerΓÇÖs disease polygenic risk score (upper quantile vs lower quantile)
